School year,District,Regular instruction (per student),Regular Instruction,Other instruction (per student),Other Instruction,Transp & Buses (per student),Transp & Buses,Debt Service (per student),Debt Service,Facilities Maintenance (per student),Facilities Maintenance,School Admin (per student),School Admin,Special Ed Instruction (per student),Special Ed Instruction,Student & Staff support (per student),Student & Staff support,System Admin (per student),System Admin,Vocational Ed Instruction (per student),Vocational Ed Instruction,All Other (per student),All Other,Total expenses per pupil
2012-13,Bancroft Public Schools,"$6,878","$68,779",,,$422,"$4,217",,,,,,,"$2,412","$24,119",,,$557,"$5,567",$338,"$3,383",,,"$10,607"
2013-14,Bancroft Public Schools,"$6,602","$82,528",,,$463,"$5,783",,,,,,,"$5,211","$65,143",,,"$1,747","$21,835",$280,"$3,500",,,"$14,303"
2014-15,Bancroft Public Schools,"$8,995","$89,953",,,$703,"$7,030",,,,,,,"$4,810","$48,103",,,"$2,315","$23,150",$554,"$5,542",,,"$17,377"
2003-04,Bangor Public Schools,"$3,635","$14,162,982",$396,"$1,542,153",$250,"$972,373",$172,"$669,374","$1,266","$4,931,604",$444,"$1,730,679","$1,048","$4,084,275",$594,"$2,314,888",$221,"$858,948",$126,"$491,884",$1,"$1,813","$8,153"
2004-05,Bangor Public Schools,"$3,809","$14,712,393",$410,"$1,581,683",$278,"$1,073,217",$429,"$1,658,583",$951,"$3,671,497",$458,"$1,769,138","$1,146","$4,426,478",$652,"$2,517,203",$217,"$836,940",$124,"$479,229",$2,"$8,812","$8,476"
2005-06,Bangor Public Schools,"$4,001","$15,274,230",$434,"$1,657,578",$309,"$1,179,786",$438,"$1,673,856","$1,011","$3,860,868",$497,"$1,899,039","$1,276","$4,870,976",$672,"$2,567,183",$213,"$814,209",$129,"$492,002",$2,"$8,812","$8,982"
2006-07,Bangor Public Schools,"$3,924","$14,957,358",$467,"$1,781,656",$319,"$1,215,425",$185,"$703,790","$1,328","$5,063,270",$515,"$1,962,824","$1,315","$5,011,287",$817,"$3,113,037",$231,"$880,938",$130,"$493,592",$4,"$16,182","$9,235"
2007-08,Bangor Public Schools,"$4,202","$15,665,160",$433,"$1,613,798",$335,"$1,247,808",$433,"$1,613,895","$1,009","$3,763,538",$558,"$2,079,578","$1,507","$5,617,021",$855,"$3,186,220",$285,"$1,060,743",$137,"$511,778",$116,"$433,071","$9,870"
2008-09,Bangor Public Schools,"$4,334","$16,118,198",$418,"$1,555,678",$332,"$1,234,405",$688,"$2,560,047","$1,215","$4,518,378",$552,"$2,051,919","$1,609","$5,982,544",$845,"$3,142,765",$273,"$1,013,429",$142,"$527,265",$114,"$423,052","$10,522"
2009-10,Bangor Public Schools,"$4,475","$16,444,255",$425,"$1,561,829",$346,"$1,271,292",$559,"$2,052,518","$1,209","$4,440,941",$583,"$2,141,229","$1,624","$5,966,229",$952,"$3,497,960",$247,"$908,587",$152,"$556,973",$18,"$67,693","$10,590"
2010-11,Bangor Public Schools,"$4,700","$17,185,528",$348,"$1,272,502",$362,"$1,322,990",$495,"$1,811,548","$1,203","$4,398,874",$628,"$2,295,494","$1,658","$6,063,869","$1,030","$3,767,327",$246,"$898,811",$149,"$543,693",$104,"$379,445","$10,923"
2011-12,Bangor Public Schools,"$4,504","$16,502,630",$314,"$1,151,651",$407,"$1,491,297",$461,"$1,688,918","$1,142","$4,183,489",$534,"$1,955,802","$1,645","$6,028,207","$1,023","$3,748,464",$261,"$955,025",$138,"$505,708",$38,"$138,907","$10,467"
2012-13,Bangor Public Schools,"$4,636","$17,069,542",$322,"$1,186,480",$447,"$1,646,649",$454,"$1,672,541","$1,100","$4,049,415",$567,"$2,087,126","$1,669","$6,143,898",$922,"$3,395,156",$266,"$978,107",$129,"$473,976",$30,"$109,445","$10,542"
2013-14,Bangor Public Schools,"$4,798","$17,611,299",$343,"$1,259,699",$463,"$1,700,634",$406,"$1,491,357","$1,210","$4,440,596",$610,"$2,239,014","$1,788","$6,564,097",$982,"$3,605,003",$281,"$1,030,546",$119,"$438,093",$24,"$88,471","$11,024"
2014-15,Bangor Public Schools,"$4,934","$17,864,732",$329,"$1,189,362",$475,"$1,721,113",$432,"$1,564,655","$1,259","$4,559,730",$632,"$2,286,854","$1,798","$6,509,890",$971,"$3,515,581",$292,"$1,057,720",$126,"$456,973",$18,"$66,261","$11,266"
2003-04,Bar Harbor Public Schools,"$4,347","$1,884,257",$121,"$52,530",$435,"$188,460",$418,"$181,361","$1,395","$604,546",$554,"$240,019","$1,139","$493,834",$631,"$273,309",$411,"$177,962",,,$92,"$40,000","$9,543"
2004-05,Bar Harbor Public Schools,"$4,646","$1,962,766",$118,"$49,681",$469,"$197,984",$412,"$174,066","$1,283","$542,053",$609,"$257,156","$1,274","$538,214",$713,"$301,111",$392,"$165,570",,,$97,"$41,000","$10,013"
2005-06,Bar Harbor Public Schools,"$5,144","$2,119,315",$112,"$45,953",$500,"$206,131",$405,"$166,750","$1,463","$602,897",$632,"$260,334","$1,327","$546,699",$828,"$341,190",$447,"$184,099",,,$119,"$49,000","$10,977"
2006-07,Bar Harbor Public Schools,"$5,238","$2,226,206",$142,"$60,496",$518,"$219,936",$375,"$159,259","$1,718","$730,057",$633,"$268,996","$1,403","$596,066",$834,"$354,467",$474,"$201,348",,,$115,"$49,000","$11,450"
2007-08,Bar Harbor Public Schools,"$5,256","$2,273,083",$189,"$81,531",$485,"$209,917",,,"$1,103","$476,913",$634,"$274,361","$1,443","$624,081",$778,"$336,512",$474,"$204,980",,,$125,"$54,000","$10,487"
2008-09,Bar Harbor Public Schools,"$5,223","$2,318,939",$183,"$81,445",$455,"$202,025",,,"$1,229","$545,735",$631,"$280,191","$1,534","$681,076",$730,"$324,272",$429,"$190,551",,,$167,"$74,206","$10,581"
2009-10,Bar Harbor Public Schools,"$5,441","$2,363,990",$190,"$82,639",$480,"$208,433",,,"$1,130","$491,053",$665,"$288,770","$1,558","$676,928",$912,"$396,370",$261,"$113,184",,,,,"$10,637"
2010-11,Bar Harbor Public Schools,"$5,659","$2,444,504",$189,"$81,579",$512,"$220,953",,,"$1,067","$460,999",$685,"$295,698","$1,481","$639,957",$926,"$400,025",$238,"$102,869",,,$139,"$60,000","$10,896"
2011-12,Bar Harbor Public Schools,"$5,725","$2,421,611",$208,"$87,952",$550,"$232,769",,,"$1,156","$489,036",$718,"$303,686","$1,657","$700,832",$911,"$385,357",$255,"$107,820",,,$141,"$59,739","$11,321"
2012-13,Bar Harbor Public Schools,"$5,720","$2,382,259",$149,"$62,007",$534,"$222,495",,,"$1,180","$491,343",$769,"$320,200","$2,097","$873,449",$996,"$414,837",$277,"$115,439",,,$156,"$65,000","$11,878"
2013-14,Bar Harbor Public Schools,"$6,468","$2,512,806",$174,"$67,773",$588,"$228,350",,,"$1,370","$532,254",$872,"$338,730","$2,367","$919,687","$1,171","$454,945",$285,"$110,582",,,$193,"$75,000","$13,488"
2014-15,Bar Harbor Public Schools,"$6,478","$2,370,770",$175,"$64,052",$653,"$239,008",,,"$1,368","$500,543",$940,"$343,959","$2,742","$1,003,648","$1,338","$489,557",$312,"$114,203",,,$246,"$90,000","$14,252"
2003-04,Baring Plt Public Schools,"$5,953","$205,365",,,"$1,136","$39,178",,,,,,,$386,"$13,330",,,$515,"$17,753",,,,,"$7,990"
2004-05,Baring Plt Public Schools,"$6,110","$238,276",,,"$1,048","$40,877",,,,,,,$352,"$13,735",,,$492,"$19,191",,,,,"$8,002"
2005-06,Baring Plt Public Schools,"$5,267","$202,776",,,"$1,148","$44,214",,,,,,,$410,"$15,791",,,$477,"$18,354",,,,,"$7,302"
2006-07,Baring Plt Public Schools,"$6,355","$247,836",,,"$1,141","$44,506",,,,,,,$578,"$22,559",,,$481,"$18,747",,,,,"$8,555"
2007-08,Baring Plt Public Schools,"$6,629","$268,489",,,"$1,210","$49,022",,,,,,,$530,"$21,477",,,$473,"$19,161",,,,,"$8,842"
2008-09,Baring Plt Public Schools,"$7,188","$298,305",,,"$1,160","$48,124",,,,,,,$999,"$41,438",,,$536,"$22,248",,,,,"$9,883"
2009-10,Baring Plt Public Schools,"$6,919","$249,089",,,"$1,278","$46,025",,,,,,,"$1,192","$42,908",,,$620,"$22,318",,,,,"$10,009"
2010-11,Baring Plt Public Schools,"$6,869","$233,529",,,$985,"$33,484",,,,,,,"$1,460","$49,635",,,$480,"$16,335",,,,,"$9,794"
2011-12,Baring Plt Public Schools,"$6,584","$230,438",,,$920,"$32,192",,,,,,,"$1,479","$51,774",,,$499,"$17,474",,,$24,$821,"$9,506"
2012-13,Baring Plt Public Schools,"$7,013","$224,424",,,$930,"$29,747",,,$6,$206,,,"$1,769","$56,619",,,$562,"$17,989",,,,,"$10,280"
2013-14,Baring Plt Public Schools,"$6,959","$191,377",,,$808,"$22,210",,,$11,$296,,,"$2,266","$62,310",,,$673,"$18,512",,,,,"$10,717"
2014-15,Baring Plt Public Schools,"$7,400","$210,909",,,"$1,066","$30,373",,,$9,$253,,,"$1,863","$53,086",,,$622,"$17,721",,,,,"$10,960"
2003-04,Bath School Department,"$2,633","$3,499,631",$195,"$258,546",$303,"$403,217",$443,"$589,265","$1,680","$2,233,173",$626,"$832,223","$1,610","$2,139,753","$1,023","$1,359,572",$364,"$483,354",$554,"$736,395",,,"$9,431"
2004-05,Bath School Department,"$2,922","$3,753,630",$208,"$266,823",$308,"$395,782",$444,"$570,840","$1,684","$2,162,887",$681,"$875,073","$1,636","$2,101,453","$1,149","$1,475,921",$396,"$509,187",$597,"$766,732",,,"$10,025"
2005-06,Bath School Department,"$3,378","$4,220,666",$222,"$277,177",$335,"$418,218",$442,"$552,415","$1,835","$2,293,317",$721,"$901,153","$1,713","$2,140,045","$1,119","$1,398,521",$395,"$493,133",$693,"$865,771",,,"$10,853"
2006-07,Bath School Department,"$3,294","$4,072,373",$324,"$400,331",$272,"$336,431",$432,"$533,990","$1,919","$2,373,352",$663,"$819,808","$1,749","$2,163,156","$1,033","$1,276,650",$344,"$425,641",$700,"$865,038",,,"$10,730"
2007-08,Bath School Department,"$3,962","$4,798,168",$392,"$474,427",$298,"$361,204",,,"$1,591","$1,926,971",$693,"$839,075","$1,927","$2,333,351","$1,036","$1,255,128",$332,"$401,924","$1,338","$1,620,062",,,"$11,569"
2003-04,Beals Public Schools,"$3,782","$234,512",$58,"$3,594",$261,"$16,168",,,"$1,056","$65,476",$889,"$55,088","$1,335","$82,769",$83,"$5,152",$798,"$49,445",,,$161,"$10,000","$8,423"
2004-05,Beals Public Schools,"$4,209","$244,114",$55,"$3,201",$151,"$8,767",,,"$1,070","$62,069",$947,"$54,932","$1,160","$67,251",$105,"$6,100",$655,"$37,976",,,$242,"$14,025","$8,594"
2005-06,Beals Public Schools,"$5,016","$278,407",$92,"$5,089",$325,"$18,010",,,"$1,268","$70,363","$1,062","$58,936","$1,011","$56,083",$151,"$8,371",$692,"$38,393",,,$252,"$14,000","$9,869"
2006-07,Beals Public Schools,"$4,385","$221,459",$142,"$7,173",$536,"$27,076",,,"$1,607","$81,128",$698,"$35,249","$1,398","$70,577",$271,"$13,685",$780,"$39,405",,,$337,"$17,000","$10,154"
2007-08,Beals Public Schools,"$4,973","$238,721",$259,"$12,448",$262,"$12,566",,,"$1,736","$83,330",$860,"$41,272","$1,397","$67,066",$229,"$10,982",$835,"$40,085",,,,"$57,768","$11,755"
2008-09,Beals Public Schools,"$6,827","$245,777",$329,"$11,836",$311,"$11,209",,,"$2,595","$93,429","$1,204","$43,345","$1,977","$71,167",$280,"$10,089","$1,079","$38,850",,,$899,"$32,347","$15,501"
2009-10,Beals Public Schools,"$7,283","$265,830",$357,"$13,033",$344,"$12,553",,,"$2,369","$86,453","$1,196","$43,645","$1,956","$71,400",$299,"$10,899","$1,142","$41,690",,,$58,"$2,121","$15,004"
2010-11,Beals Public Schools,"$5,122","$243,297",$347,"$16,466",$199,"$9,472",,,"$2,400","$113,999",$916,"$43,501","$1,654","$78,563",$165,"$7,821",$743,"$35,305",,,$489,"$23,225","$12,035"
2011-12,Beals Public Schools,"$4,994","$249,722",$270,"$13,477",$156,"$7,805",,,"$1,641","$82,028",$896,"$44,807","$2,466","$123,300",$207,"$10,344",$518,"$25,918",,,$388,"$19,395","$11,536"
2012-13,Beals Public Schools,"$5,069","$286,391",$268,"$15,121",$152,"$8,592",,,"$1,429","$80,736",$816,"$46,078","$2,478","$140,025",$133,"$7,535",$597,"$33,715",,,$411,"$23,229","$11,353"
2013-14,Beals Public Schools,"$5,182","$297,970",$229,"$13,144",$169,"$9,704",,,"$1,632","$93,832",$834,"$47,939","$2,088","$120,036",$121,"$6,972",$748,"$43,021",,,$344,"$19,764","$11,347"
2014-15,Beals Public Schools,"$4,709","$310,786",$289,"$19,052",$193,"$12,766",,,"$1,333","$87,985",$771,"$50,856","$1,968","$129,875",$220,"$14,532",$632,"$41,708",,,$364,"$24,000","$10,479"
2003-04,Beaver Cove Public Schools,"$7,411","$37,057",,,"$1,730","$8,652",,,,,,,$32,$160,,,"$1,424","$7,121",,,,,"$10,597"
2004-05,Beaver Cove Public Schools,"$7,456","$52,192",,,"$1,298","$9,084",,,,,,,$273,"$1,909",,,"$1,170","$8,193",,,,,"$10,197"
2005-06,Beaver Cove Public Schools,"$8,852","$79,670",,,"$1,043","$9,387",,,,,,,,,,,"$1,184","$10,652",,,,,"$11,079"
2006-07,Beaver Cove Public Schools,"$8,801","$83,614",,,"$1,018","$9,669",,,,,,,,,,,"$1,325","$12,582",,,,,"$11,144"
2007-08,Beaver Cove Public Schools,"$8,834","$97,173",,,$905,"$9,960",,,,,,,$346,"$3,809",$268,"$2,947","$1,078","$11,860",,,,,"$11,431"
2008-09,Beaver Cove Public Schools,"$8,654","$103,853",,,$892,"$10,707",,,,,,,$586,"$7,029",$146,"$1,758","$1,163","$13,950",,,,,"$11,441"
2009-10,Beaver Cove Public Schools,"$8,807","$114,490",,,$688,"$8,948",,,,,,,$592,"$7,693",$135,"$1,758","$1,279","$16,625",,,,,"$11,501"
2010-11,Beaver Cove Public Schools,"$8,706","$113,178",,,$727,"$9,449",,,,,,,$414,"$5,384",,,"$1,219","$15,842",,,,,"$11,066"
2011-12,Beaver Cove Public Schools,"$9,109","$72,870",,,"$1,260","$10,080",,,,,,,$284,"$2,275",,,"$1,812","$14,495",,,,,"$12,465"
2012-13,Beaver Cove Public Schools,"$8,836","$66,268",,,"$1,344","$10,080",,,,,,,$158,"$1,184",,,"$1,395","$10,462",,,,,"$11,733"
2013-14,Beaver Cove Public Schools,"$9,423","$47,115",,,"$2,097","$10,483",,,,,,,$445,"$2,225",,,"$2,054","$10,269",,,,,"$14,019"
2014-15,Beaver Cove Public Schools,"$10,576","$42,303",,,"$2,621","$10,483",,,,,,,$502,"$2,008",,,"$2,032","$8,127",,,,,"$15,731"
2003-04,Beddington Public Schools,"$6,627","$13,255",,,"$6,735","$13,470",,,,,,,,,,,$986,"$1,972",,,,,"$14,348"
2004-05,Beddington Public Schools,"$5,277","$13,192",,,"$5,426","$13,566",,,,,,,,,,,$743,"$1,857",,,,,"$11,446"
2005-06,Beddington Public Schools,"$7,113","$14,225",,,"$7,621","$15,241",,,,,,,,,,,$952,"$1,903",,,,,"$15,686"
2006-07,Beddington Public Schools,"$7,169","$14,338",,,"$8,345","$16,690",,,,,,,,,,,$961,"$1,922",,,,,"$16,475"
2007-08,Beddington Public Schools,"$15,802","$7,901",,,"$6,500","$3,250",,,,,,,,,,,"$5,372","$2,686",,,,,"$27,674"
2008-09,Beddington Public Schools,"$6,933","$6,933",,,,,,,,,,,,,,,"$3,159","$3,159",,,,,"$10,092"
2009-10,Beddington Public Schools,"$7,798","$15,596",,,"$9,470","$18,940",,,,,,,,,,,"$2,893","$5,787",,,,,"$20,161"
2010-11,Beddington Public Schools,"$7,237","$7,237",,,"$23,400","$23,400",,,,,,,,,,,"$4,933","$4,933",,,,,"$35,570"
2011-12,Beddington Public Schools,"$7,222","$10,833",,,"$15,600","$23,400",,,,,,,,,,,"$2,727","$4,090",,,,,"$25,549"
2012-13,Beddington Public Schools,"$6,123","$18,369",,,"$7,800","$23,400",,,,,,,,,,,"$1,167","$3,500",,,,,"$15,090"
2014-15,Beddington Public Schools,"$7,038","$14,076",,,"$11,700","$23,400",,,,,,,,,,,"$1,794","$3,588",,,,,"$20,532"
2003-04,Biddeford Public Schools,"$3,379","$9,824,750",$188,"$548,010",$327,"$951,977",$237,"$690,418",$662,"$1,925,855",$353,"$1,025,735","$1,250","$3,634,342",$272,"$789,883",$157,"$456,533",$421,"$1,224,520",,,"$7,246"
2004-05,Biddeford Public Schools,"$3,468","$10,009,449",$143,"$413,237",$371,"$1,070,119",$418,"$1,206,188",$794,"$2,290,832",$374,"$1,079,018","$1,371","$3,957,111",$298,"$859,805",$168,"$484,422",$445,"$1,283,426",,,"$7,850"
2005-06,Biddeford Public Schools,"$3,574","$10,199,384",$155,"$441,672",$421,"$1,201,214",$955,"$2,724,863",$971,"$2,769,297",$395,"$1,128,187","$1,451","$4,139,702",$317,"$903,039",$166,"$473,045",$455,"$1,298,103",,,"$8,860"
2006-07,Biddeford Public Schools,"$3,673","$10,103,052",$227,"$623,226",$495,"$1,362,908",$902,"$2,481,630","$1,341","$3,690,145",$485,"$1,334,154","$1,611","$4,432,963",$595,"$1,636,619",$209,"$573,817",$499,"$1,372,560",,,"$10,037"
2007-08,Biddeford Public Schools,"$3,839","$10,562,700",$286,"$786,240",$499,"$1,373,606",$920,"$2,531,082","$1,137","$3,127,092",$486,"$1,337,466","$1,868","$5,140,096",$625,"$1,720,674",$239,"$656,224",$591,"$1,627,156",$1,"$2,184","$10,491"
2008-09,Biddeford Public Schools,"$4,179","$11,276,998",$298,"$803,065",$483,"$1,302,369",$929,"$2,505,836","$1,089","$2,937,723",$493,"$1,331,193","$1,933","$5,214,863",$679,"$1,832,568",$212,"$571,555",$613,"$1,653,414",$2,"$4,093","$10,910"
2009-10,Biddeford Public Schools,"$4,114","$10,851,654",$309,"$815,540",$477,"$1,259,041",$755,"$1,992,320","$1,060","$2,796,120",$515,"$1,359,523","$2,004","$5,285,393",$707,"$1,865,385",$204,"$539,067",$605,"$1,595,984",$2,"$5,224","$10,752"
2010-11,Biddeford Public Schools,"$4,312","$11,240,343",$206,"$537,211",$445,"$1,158,581",$647,"$1,686,722","$1,072","$2,793,456",$511,"$1,331,205","$1,941","$5,059,230",$714,"$1,861,482",$238,"$619,352",$677,"$1,764,878",$1,"$2,759","$10,764"
2011-12,Biddeford Public Schools,"$4,252","$11,022,921",$195,"$504,359",$514,"$1,331,365","$1,654","$4,286,660",$968,"$2,509,474",$470,"$1,219,113","$2,020","$5,236,541",$588,"$1,523,876",$263,"$680,673",$617,"$1,599,916",$1,"$2,407","$11,542"
2012-13,Biddeford Public Schools,"$4,670","$11,679,873",$212,"$530,871",$491,"$1,227,690","$1,694","$4,237,819","$1,100","$2,751,396",$595,"$1,487,922","$2,068","$5,171,617",$742,"$1,855,650",$273,"$683,561",$694,"$1,734,528",$1,"$2,062","$12,540"
2013-14,Biddeford Public Schools,"$4,934","$12,132,848",$212,"$520,443",$468,"$1,151,667","$1,736","$4,267,972","$1,129","$2,775,641",$589,"$1,449,024","$2,027","$4,983,332",$755,"$1,857,579",$293,"$720,455",$679,"$1,670,458",,$124,"$12,822"
2014-15,Biddeford Public Schools,"$5,151","$12,631,111",$221,"$542,942",$555,"$1,360,463","$1,694","$4,153,818","$1,164","$2,854,882",$564,"$1,383,212","$2,072","$5,080,365",$772,"$1,893,219",$292,"$715,951",$716,"$1,756,393",$1,"$2,399","$13,202"
2003-04,Blue Hill Public Schools,"$6,135","$2,052,078",$76,"$25,537",$363,"$121,569",$717,"$239,824","$1,052","$352,004",$345,"$115,337",$855,"$286,074",$80,"$26,754",$570,"$190,774",,,$70,"$23,269","$10,263"
2004-05,Blue Hill Public Schools,"$6,113","$2,075,262",$72,"$24,309",$412,"$140,012",$674,"$228,703",$849,"$288,105",$372,"$126,133",$767,"$260,531",$378,"$128,187",$554,"$187,985",$20,"$6,880",$84,"$28,485","$10,295"
2005-06,Blue Hill Public Schools,"$6,409","$2,207,757",$70,"$24,142",$388,"$133,506",$631,"$217,504",$769,"$264,920",$344,"$118,439",$953,"$328,208",$390,"$134,410",$552,"$190,042",$19,"$6,548",$74,"$25,404","$10,599"
2006-07,Blue Hill Public Schools,"$6,240","$2,133,990",$58,"$19,733",$546,"$186,565",$569,"$194,574",$883,"$301,917",$359,"$122,869","$1,105","$377,968",$501,"$171,410",$554,"$189,531",,,$93,"$31,806","$10,908"
2007-08,Blue Hill Public Schools,"$7,251","$2,389,215",$83,"$27,199",$626,"$206,386",$591,"$194,874","$1,008","$331,970",$400,"$131,858","$1,259","$414,871",$396,"$130,516",$245,"$80,657",$49,"$16,078",$191,"$62,809","$12,099"
2008-09,Blue Hill Public Schools,"$7,440","$2,417,879",$110,"$35,790",$595,"$193,245",$565,"$183,481","$1,144","$371,829",$436,"$141,589","$1,202","$390,786",$454,"$147,637",$265,"$86,020",$29,"$9,447",,,"$12,240"
2009-10,Blue Hill Public Schools,"$7,051","$2,291,577",$101,"$32,763",$544,"$176,827",$530,"$172,089",$957,"$311,016",$428,"$139,024","$1,276","$414,707",$445,"$144,508",$367,"$119,385",,,$153,"$49,765","$11,852"
2010-11,Blue Hill Public Schools,"$7,230","$2,411,276",$149,"$49,561",$567,"$188,989",$483,"$161,196","$1,073","$357,819",$462,"$154,138","$1,520","$506,937",$524,"$174,618",$348,"$116,025",,,,,"$12,356"
2011-12,Blue Hill Public Schools,"$7,567","$2,462,995",$129,"$42,010",$728,"$236,859",,,"$1,268","$412,611",$474,"$154,420","$1,382","$449,984",$596,"$194,067",$425,"$138,219",,,,,"$12,569"
2012-13,Blue Hill Public Schools,"$7,388","$2,530,505",$131,"$44,740",$826,"$282,744",,,"$1,179","$403,748",$465,"$159,293","$1,630","$558,399",$542,"$185,774",$344,"$117,813",,,,,"$12,505"
2013-14,Blue Hill Public Schools,"$7,765","$2,698,365",$131,"$45,611",$717,"$249,278",,,"$1,002","$348,324",$444,"$154,441","$1,536","$533,723",$562,"$195,233",$312,"$108,431",,,,,"$12,469"
2014-15,Blue Hill Public Schools,"$8,224","$3,100,510",$120,"$45,145",$687,"$258,840",,,"$1,083","$408,107",$435,"$164,103","$1,511","$569,667",$438,"$165,204",$377,"$141,955",,,,,"$12,875"
2003-04,Boothbay-Boothbay Hbr CSD,"$4,735","$3,447,103",$255,"$185,957",$552,"$401,834",$278,"$202,125","$1,150","$836,825",$604,"$439,946","$1,329","$967,246",$55,"$40,290",$404,"$294,030",,,$83,"$60,398","$9,445"
2004-05,Boothbay-Boothbay Hbr CSD,"$5,205","$3,659,261",$288,"$202,129",$471,"$331,210",$277,"$194,936","$1,307","$918,563",$666,"$468,293","$1,515","$1,064,742",$58,"$40,421",$434,"$305,046",,,$73,"$51,349","$10,294"
2005-06,Boothbay-Boothbay Hbr CSD,"$5,654","$3,830,405",$289,"$195,941",$479,"$324,650",$277,"$187,748","$1,373","$929,891",$684,"$463,070","$1,577","$1,068,368",$63,"$42,751",$466,"$315,451",$5,"$3,472",$94,"$63,418","$10,961"
2006-07,Boothbay-Boothbay Hbr CSD,"$5,774","$3,946,537",$315,"$215,277",$539,"$368,447",$422,"$288,291","$1,382","$944,575",$719,"$491,503","$1,518","$1,037,719",$65,"$44,644",$494,"$337,814",,,$92,"$62,908","$11,320"
2007-08,Boothbay-Boothbay Hbr CSD,"$5,464","$3,477,993",$378,"$240,787",$618,"$393,261",$272,"$173,370","$1,750","$1,113,738",$647,"$411,797","$1,605","$1,021,660","$1,174","$747,250",$430,"$273,714",$10,"$6,269",,,"$12,348"
2008-09,Boothbay-Boothbay Hbr CSD,"$5,579","$3,344,592",$363,"$217,699",$582,"$348,621",$277,"$166,181","$1,929","$1,156,415",$663,"$397,505","$1,888","$1,132,078","$1,226","$734,801",$409,"$245,095",,,,,"$12,916"
2009-10,Boothbay-Boothbay Hbr CSD,"$5,477","$3,236,683",$386,"$227,886",$612,"$361,622",$269,"$158,976","$1,937","$1,144,712",$684,"$404,161","$1,991","$1,176,891","$1,255","$741,533",$405,"$239,489",,,,,"$13,016"
2010-11,Boothbay-Boothbay Hbr CSD,"$5,435","$3,062,707",$351,"$197,729",$736,"$414,975",$269,"$151,687","$2,091","$1,178,400",$800,"$450,644","$2,165","$1,220,202","$1,305","$735,327",$392,"$221,102",$8,"$4,355",,,"$13,552"
2011-12,Boothbay-Boothbay Hbr CSD,"$5,747","$3,057,275",$359,"$191,001",$652,"$346,707",$295,"$156,778","$2,294","$1,220,130",$857,"$455,839","$2,177","$1,158,184","$1,358","$722,580",$468,"$248,896",$11,"$5,918",,,"$14,218"
2012-13,Boothbay-Boothbay Hbr CSD,"$5,712","$3,153,098",$351,"$193,725",$761,"$419,922",$248,"$136,844","$2,493","$1,376,204",$889,"$490,531","$2,131","$1,176,537","$1,345","$742,407",$471,"$260,151",$14,"$7,500",,,"$14,415"
2013-14,Boothbay-Boothbay Hbr CSD,"$6,284","$3,399,742",$407,"$220,046",$739,"$399,864",$253,"$137,071","$2,514","$1,359,978",$854,"$461,956","$2,262","$1,223,969","$1,371","$741,810",$607,"$328,546",$13,"$7,030",$148,"$80,000","$15,452"
2014-15,Boothbay-Boothbay Hbr CSD,"$6,495","$3,390,332",$447,"$233,483",$826,"$431,146",$53,"$27,770","$2,708","$1,413,790",$925,"$482,955","$2,530","$1,320,638","$1,509","$787,727",$688,"$358,921",,,$153,"$80,000","$16,334"
2003-04,Bowerbank Public Schools,"$5,895","$38,315",,,"$2,696","$17,526",,,,,,,$171,"$1,111",,,$354,"$2,300",,,,,"$9,116"
2004-05,Bowerbank Public Schools,"$6,258","$43,808",,,"$2,263","$15,842",,,,,,,,,,,$329,"$2,300",,,,,"$8,850"
2005-06,Bowerbank Public Schools,"$5,435","$27,173",,,"$3,167","$15,836",,,,,,,,,,,"$1,090","$5,450",,,,,"$9,692"
2006-07,Bowerbank Public Schools,"$6,211","$18,632",,,"$5,835","$17,506",,,,,,,,,,,"$2,224","$6,672",,,,,"$14,270"
2007-08,Bowerbank Public Schools,"$6,588","$26,350",,,"$4,948","$19,793",,,,,,,,,,,"$1,427","$5,709",,,,,"$12,963"
